REL_ID:IGNORE|:TYPE|:START_ID|:END_ID
5184|hasType|400000000000202|300000000000059
5195|hasType|400000000000203|300000000000059
5213|hasType|400000000000204|300000000000003
5224|hasType|400000000000205|300000000000336
5239|hasType|400000000000206|300000000000336
5250|hasType|400000000000207|300000000000211
5259|hasType|400000000000208|300000000000059
5274|hasType|400000000000209|300000000000336
5287|hasType|400000000000210|300000000000059
5301|hasType|400000000000211|300000000000059
5309|hasType|400000000000212|300000000000211
5323|hasType|400000000000213|300000000000059
5336|hasType|400000000000214|300000000000115
5352|hasType|400000000000215|300000000000336
5368|hasType|400000000000216|300000000000230
5387|hasType|400000000000217|300000000000037
5416|hasType|400000000000218|300000000000115
5429|hasType|400000000000219|300000000000211
5445|hasType|400000000000220|300000000000059
5458|hasType|400000000000221|300000000000336
5475|hasType|400000000000222|300000000000336
5490|hasType|400000000000223|300000000000097
5506|hasType|400000000000224|300000000000037
5526|hasType|400000000000225|300000000000003
5543|hasType|400000000000226|300000000000082
5562|hasType|400000000000227|300000000000250
5579|hasType|400000000000228|300000000000319
5595|hasType|400000000000229|300000000000059
5609|hasType|400000000000230|300000000000088
5624|hasType|400000000000231|300000000000059
5644|hasType|400000000000232|300000000000059
5659|hasType|400000000000233|300000000000059
5681|hasType|400000000000234|300000000000059
5699|hasType|400000000000235|300000000000211
5713|hasType|400000000000236|300000000000115
5729|hasType|400000000000237|300000000000059
5739|hasType|400000000000238|300000000000336
5759|hasType|400000000000239|300000000000336
5775|hasType|400000000000240|300000000000059
5792|hasType|400000000000241|300000000000211
5808|hasType|400000000000242|300000000000088
5822|hasType|400000000000243|300000000000349
5840|hasType|400000000000244|300000000000059
5854|hasType|400000000000245|300000000000059
5869|hasType|400000000000246|300000000000074
5885|hasType|400000000000247|300000000000349
5902|hasType|400000000000248|300000000000074
5922|hasType|400000000000249|300000000000059
5940|hasType|400000000000250|300000000000074
5956|hasType|400000000000251|300000000000059
5972|hasType|400000000000252|300000000000336
5982|hasType|400000000000253|300000000000115
5997|hasType|400000000000254|300000000000057
6012|hasType|400000000000255|300000000000115
6027|hasType|400000000000256|300000000000115
6043|hasType|400000000000257|300000000000211
6063|hasType|400000000000258|300000000000074
6073|hasType|400000000000259|300000000000211
6091|hasType|400000000000260|300000000000336
6106|hasType|400000000000261|300000000000211
6128|hasType|400000000000262|300000000000059
6144|hasType|400000000000263|300000000000094
6160|hasType|400000000000264|300000000000059
6180|hasType|400000000000265|300000000000059
6191|hasType|400000000000266|300000000000088
6212|hasType|400000000000267|300000000000074
6226|hasType|400000000000268|300000000000059
6247|hasType|400000000000269|300000000000098
6261|hasType|400000000000270|300000000000211
6273|hasType|400000000000271|300000000000059
6291|hasType|400000000000272|300000000000074
6311|hasType|400000000000273|300000000000349
6327|hasType|400000000000274|300000000000115
6343|hasType|400000000000275|300000000000336
6362|hasType|400000000000276|300000000000059
6380|hasType|400000000000277|300000000000115
6398|hasType|400000000000278|300000000000115
6413|hasType|400000000000279|300000000000115
6423|hasType|400000000000280|300000000000349
6439|hasType|400000000000281|300000000000115
6451|hasType|400000000000282|300000000000349
6464|hasType|400000000000283|300000000000115
6480|hasType|400000000000284|300000000000115
6496|hasType|400000000000285|300000000000115
6508|hasType|400000000000286|300000000000115
6524|hasType|400000000000287|300000000000211
6532|hasType|400000000000288|300000000000349
6548|hasType|400000000000289|300000000000013
6556|hasType|400000000000290|300000000000148
6572|hasType|400000000000291|300000000000115
6583|hasType|400000000000292|300000000000148
6599|hasType|400000000000293|300000000000211
6617|hasType|400000000000294|300000000000349
6630|hasType|400000000000295|300000000000211
6649|hasType|400000000000296|300000000000115
6664|hasType|400000000000297|300000000000115
6676|hasType|400000000000298|300000000000115
6685|hasType|400000000000299|300000000000115
6697|hasType|400000000000300|300000000000115
6711|hasType|400000000000301|300000000000211
6720|hasType|400000000000302|300000000000115
6736|hasType|400000000000303|300000000000211
6747|hasType|400000000000304|300000000000115
6762|hasType|400000000000305|300000000000349
6773|hasType|400000000000306|300000000000088
6786|hasType|400000000000307|300000000000148
6802|hasType|400000000000308|300000000000211
6810|hasType|400000000000309|300000000000211
6835|hasType|400000000000310|300000000000115
6847|hasType|400000000000311|300000000000211
6861|hasType|400000000000312|300000000000037
6874|hasType|400000000000313|300000000000211
6889|hasType|400000000000314|300000000000115
6899|hasType|400000000000315|300000000000211
6912|hasType|400000000000316|300000000000211
6922|hasType|400000000000317|300000000000096
6935|hasType|400000000000318|300000000000148
6951|hasType|400000000000319|300000000000059
6963|hasType|400000000000320|300000000000059
6978|hasType|400000000000321|300000000000211
6993|hasType|400000000000322|300000000000013
7004|hasType|400000000000323|300000000000212
7019|hasType|400000000000324|300000000000115
7028|hasType|400000000000325|300000000000349
7043|hasType|400000000000326|300000000000349
7057|hasType|400000000000327|300000000000115
7070|hasType|400000000000328|300000000000211
7085|hasType|400000000000329|300000000000211
7096|hasType|400000000000330|300000000000349
7109|hasType|400000000000331|300000000000211
7119|hasType|400000000000332|300000000000211
7134|hasType|400000000000333|300000000000211
7144|hasType|400000000000334|300000000000211
7158|hasType|400000000000335|300000000000349
7168|hasType|400000000000336|300000000000088
7179|hasType|400000000000337|300000000000148
7195|hasType|400000000000338|300000000000082
7205|hasType|400000000000339|300000000000211
7216|hasType|400000000000340|300000000000115
7230|hasType|400000000000341|300000000000349
7236|hasType|400000000000342|300000000000349
7247|hasType|400000000000343|300000000000115
7257|hasType|400000000000344|300000000000096
7274|hasType|400000000000345|300000000000349
7289|hasType|400000000000346|300000000000211
7301|hasType|400000000000347|300000000000115
7317|hasType|400000000000348|300000000000211
7326|hasType|400000000000349|300000000000013
7346|hasType|400000000000350|300000000000349
7355|hasType|400000000000351|300000000000059
7371|hasType|400000000000352|300000000000013
7383|hasType|400000000000353|300000000000211
7398|hasType|400000000000354|300000000000057
7408|hasType|400000000000355|300000000000013
7420|hasType|400000000000356|300000000000115
7436|hasType|400000000000357|300000000000211
7445|hasType|400000000000358|300000000000148
7461|hasType|400000000000359|300000000000279
7478|hasType|400000000000360|300000000000115
7489|hasType|400000000000361|300000000000211
7504|hasType|400000000000362|300000000000211
7514|hasType|400000000000363|300000000000211
7537|hasType|400000000000364|300000000000148
7550|hasType|400000000000365|300000000000013
7565|hasType|400000000000366|300000000000211
7573|hasType|400000000000367|300000000000330
7589|hasType|400000000000368|300000000000349
7605|hasType|400000000000369|300000000000096
7614|hasType|400000000000370|300000000000013
7629|hasType|400000000000371|300000000000013
7646|hasType|400000000000372|300000000000211
7658|hasType|400000000000373|300000000000115
7674|hasType|400000000000374|300000000000097
7691|hasType|400000000000375|300000000000211
7702|hasType|400000000000376|300000000000211
7715|hasType|400000000000377|300000000000013
7732|hasType|400000000000378|300000000000013
7745|hasType|400000000000379|300000000000211
7759|hasType|400000000000380|300000000000211
7783|hasType|400000000000381|300000000000211
7792|hasType|400000000000382|300000000000211
7806|hasType|400000000000383|300000000000148
7818|hasType|400000000000384|300000000000349
7830|hasType|400000000000385|300000000000059
7851|hasType|400000000000386|300000000000059
7863|hasType|400000000000387|300000000000096
7876|hasType|400000000000388|300000000000211
7885|hasType|400000000000389|300000000000013
7896|hasType|400000000000390|300000000000211
7903|hasType|400000000000391|300000000000211
7917|hasType|400000000000392|300000000000211
7928|hasType|400000000000393|300000000000211
7939|hasType|400000000000394|300000000000115
7951|hasType|400000000000395|300000000000013
7964|hasType|400000000000396|300000000000349
7978|hasType|400000000000397|300000000000088
7990|hasType|400000000000398|300000000000115
8005|hasType|400000000000399|300000000000097
8019|hasType|400000000000400|300000000000211
8030|hasType|400000000000401|300000000000043
8041|hasType|400000000000402|300000000000211
8055|hasType|400000000000403|300000000000211
8069|hasType|400000000000404|300000000000211
8082|hasType|400000000000405|300000000000059
8094|hasType|400000000000406|300000000000115
8100|hasType|400000000000407|300000000000115
8113|hasType|400000000000408|300000000000057
8127|hasType|400000000000409|300000000000059
8134|hasType|400000000000410|300000000000059
8150|hasType|400000000000411|300000000000088
8164|hasType|400000000000412|300000000000059
8174|hasType|400000000000413|300000000000059
8185|hasType|400000000000414|300000000000211
8197|hasType|400000000000415|300000000000349
8211|hasType|400000000000416|300000000000057
8221|hasType|400000000000417|300000000000057
8232|hasType|400000000000418|300000000000082
8244|hasType|400000000000419|300000000000349
8253|hasType|400000000000420|300000000000349
8268|hasType|400000000000421|300000000000211
8281|hasType|400000000000422|300000000000349
8297|hasType|400000000000423|300000000000336
8314|hasType|400000000000424|300000000000211
8328|hasType|400000000000425|300000000000211
8339|hasType|400000000000426|300000000000200
8347|hasType|400000000000427|300000000000349
8362|hasType|400000000000428|300000000000250
8376|hasType|400000000000429|300000000000059
8388|hasType|400000000000430|300000000000336
8400|hasType|400000000000431|300000000000212
8412|hasType|400000000000432|300000000000336
8423|hasType|400000000000433|300000000000057
8433|hasType|400000000000434|300000000000336
8445|hasType|400000000000435|300000000000200
8454|hasType|400000000000436|300000000000354
8465|hasType|400000000000437|300000000000211
8476|hasType|400000000000438|300000000000336
8485|hasType|400000000000439|300000000000059
8499|hasType|400000000000440|300000000000200
8507|hasType|400000000000441|300000000000115
8518|hasType|400000000000442|300000000000088
8529|hasType|400000000000443|300000000000141
8537|hasType|400000000000444|300000000000115
8548|hasType|400000000000445|300000000000057
8561|hasType|400000000000446|300000000000096
8574|hasType|400000000000447|300000000000059
8583|hasType|400000000000448|300000000000057
8596|hasType|400000000000449|300000000000098
8606|hasType|400000000000450|300000000000059
8618|hasType|400000000000451|300000000000279
8632|hasType|400000000000452|300000000000059
8645|hasType|400000000000453|300000000000082
8653|hasType|400000000000454|300000000000059
8664|hasType|400000000000455|300000000000059
8675|hasType|400000000000456|300000000000098
8683|hasType|400000000000457|300000000000059
8696|hasType|400000000000458|300000000000349
8705|hasType|400000000000459|300000000000115
8716|hasType|400000000000460|300000000000057
8730|hasType|400000000000461|300000000000115
8739|hasType|400000000000462|300000000000211
8753|hasType|400000000000463|300000000000211
8764|hasType|400000000000464|300000000000211
8773|hasType|400000000000465|300000000000211
8790|hasType|400000000000466|300000000000088
8800|hasType|400000000000467|300000000000088
8813|hasType|400000000000468|300000000000279
8825|hasType|400000000000469|300000000000211
8837|hasType|400000000000470|300000000000088
8849|hasType|400000000000471|300000000000115
8857|hasType|400000000000472|300000000000059
8870|hasType|400000000000473|300000000000059
8881|hasType|400000000000474|300000000000336
8893|hasType|400000000000475|300000000000059
8904|hasType|400000000000476|300000000000059
8914|hasType|400000000000477|300000000000088
8925|hasType|400000000000478|300000000000059
8938|hasType|400000000000479|300000000000059
8947|hasType|400000000000480|300000000000059
8959|hasType|400000000000481|300000000000115
8970|hasType|400000000000482|300000000000059
8980|hasType|400000000000483|300000000000349
8993|hasType|400000000000484|300000000000059
9007|hasType|400000000000485|300000000000088
9012|hasType|400000000000486|300000000000349
9024|hasType|400000000000487|300000000000059
9036|hasType|400000000000488|300000000000059
9044|hasType|400000000000489|300000000000059
9059|hasType|400000000000490|300000000000059
9072|hasType|400000000000491|300000000000059
9085|hasType|400000000000492|300000000000336
9097|hasType|400000000000493|300000000000082
9107|hasType|400000000000494|300000000000211
9119|hasType|400000000000495|300000000000059
9128|hasType|400000000000496|300000000000059
9140|hasType|400000000000497|300000000000059
9148|hasType|400000000000498|300000000000059
9161|hasType|400000000000499|300000000000059
9171|hasType|400000000000500|300000000000279
9178|hasType|400000000000501|300000000000059
9189|hasType|400000000000502|300000000000059
9203|hasType|400000000000503|300000000000059
9216|hasType|400000000000504|300000000000211
9227|hasType|400000000000505|300000000000059
9240|hasType|400000000000506|300000000000211
9248|hasType|400000000000507|300000000000059
9260|hasType|400000000000508|300000000000279
9268|hasType|400000000000509|300000000000013
9281|hasType|400000000000510|300000000000059
9294|hasType|400000000000511|300000000000059
9302|hasType|400000000000512|300000000000059
9314|hasType|400000000000513|300000000000003
9328|hasType|400000000000514|300000000000057
9337|hasType|400000000000515|300000000000059
9347|hasType|400000000000516|300000000000336
9362|hasType|400000000000517|300000000000059
9375|hasType|400000000000518|300000000000082
9385|hasType|400000000000519|300000000000059
9394|hasType|400000000000520|300000000000059
9404|hasType|400000000000521|300000000000057
9418|hasType|400000000000522|300000000000057
9439|hasType|400000000000523|300000000000279
9449|hasType|400000000000524|300000000000088
9461|hasType|400000000000525|300000000000082
9471|hasType|400000000000526|300000000000336
9481|hasType|400000000000527|300000000000336
9489|hasType|400000000000528|300000000000336
9504|hasType|400000000000529|300000000000059
9516|hasType|400000000000530|300000000000279
9526|hasType|400000000000531|300000000000336
9536|hasType|400000000000532|300000000000211
9546|hasType|400000000000533|300000000000059
9556|hasType|400000000000534|300000000000336
9569|hasType|400000000000535|300000000000336
9582|hasType|400000000000536|300000000000250
9596|hasType|400000000000537|300000000000336
9605|hasType|400000000000538|300000000000310
9615|hasType|400000000000539|300000000000310
9626|hasType|400000000000540|300000000000310
9636|hasType|400000000000541|300000000000349
9647|hasType|400000000000542|300000000000310
9659|hasType|400000000000543|300000000000349
9670|hasType|400000000000544|300000000000057
9681|hasType|400000000000545|300000000000336
9693|hasType|400000000000546|300000000000193
9702|hasType|400000000000547|300000000000193
9713|hasType|400000000000548|300000000000349
9722|hasType|400000000000549|300000000000211
9732|hasType|400000000000550|300000000000095
9743|hasType|400000000000551|300000000000211
9750|hasType|400000000000552|300000000000098
9758|hasType|400000000000553|300000000000211
9772|hasType|400000000000554|300000000000082
9783|hasType|400000000000555|300000000000211
9793|hasType|400000000000556|300000000000088
9800|hasType|400000000000557|300000000000193
9811|hasType|400000000000558|300000000000059
9822|hasType|400000000000559|300000000000211
9831|hasType|400000000000560|300000000000349
9838|hasType|400000000000561|300000000000336
9849|hasType|400000000000562|300000000000149
9859|hasType|400000000000563|300000000000349
9867|hasType|400000000000564|300000000000057
9879|hasType|400000000000565|300000000000336
9887|hasType|400000000000566|300000000000336
9897|hasType|400000000000567|300000000000336
9906|hasType|400000000000568|300000000000349
9916|hasType|400000000000569|300000000000336
9929|hasType|400000000000570|300000000000336
9939|hasType|400000000000571|300000000000336
9953|hasType|400000000000572|300000000000211
9961|hasType|400000000000573|300000000000088
9976|hasType|400000000000574|300000000000336
9985|hasType|400000000000575|300000000000082
9996|hasType|400000000000576|300000000000349
10006|hasType|400000000000577|300000000000088
10016|hasType|400000000000578|300000000000082
10029|hasType|400000000000579|300000000000193
10041|hasType|400000000000580|300000000000349
10052|hasType|400000000000581|300000000000115
10063|hasType|400000000000582|300000000000211
10073|hasType|400000000000583|300000000000336
10083|hasType|400000000000584|300000000000003
10095|hasType|400000000000585|300000000000336
10107|hasType|400000000000586|300000000000250
10118|hasType|400000000000587|300000000000336
10129|hasType|400000000000588|300000000000211
10138|hasType|400000000000589|300000000000059
10144|hasType|400000000000590|300000000000088
10159|hasType|400000000000591|300000000000336
10169|hasType|400000000000592|300000000000349
10181|hasType|400000000000593|300000000000211
10193|hasType|400000000000594|300000000000082
10202|hasType|400000000000595|300000000000059
10215|hasType|400000000000596|300000000000279
10225|hasType|400000000000597|300000000000211
10232|hasType|400000000000598|300000000000250
10243|hasType|400000000000599|300000000000211
10251|hasType|400000000000600|300000000000250
10261|hasType|400000000000601|300000000000279
10267|hasType|400000000000602|300000000000211
10279|hasType|400000000000603|300000000000211
10289|hasType|400000000000604|300000000000336
10301|hasType|400000000000605|300000000000211
10313|hasType|400000000000606|300000000000336
10323|hasType|400000000000607|300000000000211
10338|hasType|400000000000608|300000000000336
10346|hasType|400000000000609|300000000000088
10355|hasType|400000000000610|300000000000250
10366|hasType|400000000000611|300000000000250
10373|hasType|400000000000612|300000000000074
10387|hasType|400000000000613|300000000000088
10397|hasType|400000000000614|300000000000211
10411|hasType|400000000000615|300000000000349
10419|hasType|400000000000616|300000000000250
10430|hasType|400000000000617|300000000000059
10439|hasType|400000000000618|300000000000037
10449|hasType|400000000000619|300000000000336
10457|hasType|400000000000620|300000000000279
10467|hasType|400000000000621|300000000000059
10477|hasType|400000000000622|300000000000115
10489|hasType|400000000000623|300000000000211
10502|hasType|400000000000624|300000000000211
10511|hasType|400000000000625|300000000000059
10522|hasType|400000000000626|300000000000074
10536|hasType|400000000000627|300000000000250
10545|hasType|400000000000628|300000000000336
10558|hasType|400000000000629|300000000000193
10565|hasType|400000000000630|300000000000336
10572|hasType|400000000000631|300000000000082
10589|hasType|400000000000632|300000000000349
10599|hasType|400000000000633|300000000000211
10606|hasType|400000000000634|300000000000279
10618|hasType|400000000000635|300000000000211
10629|hasType|400000000000636|300000000000059
10638|hasType|400000000000637|300000000000059
10644|hasType|400000000000638|300000000000059
10656|hasType|400000000000639|300000000000088
10668|hasType|400000000000640|300000000000088
10675|hasType|400000000000641|300000000000336
10685|hasType|400000000000642|300000000000082
10692|hasType|400000000000643|300000000000059
10704|hasType|400000000000644|300000000000088
10710|hasType|400000000000645|300000000000088
10722|hasType|400000000000646|300000000000336
10736|hasType|400000000000647|300000000000250
10747|hasType|400000000000648|300000000000336
10762|hasType|400000000000649|300000000000059
10771|hasType|400000000000650|300000000000336
10781|hasType|400000000000651|300000000000082
10789|hasType|400000000000652|300000000000211
10801|hasType|400000000000653|300000000000037
10812|hasType|400000000000654|300000000000336
10822|hasType|400000000000655|300000000000250
10833|hasType|400000000000656|300000000000211
10839|hasType|400000000000657|300000000000115
10850|hasType|400000000000658|300000000000059
10861|hasType|400000000000659|300000000000336
10869|hasType|400000000000660|300000000000082
10879|hasType|400000000000661|300000000000088
10889|hasType|400000000000662|300000000000279
10898|hasType|400000000000663|300000000000336
10905|hasType|400000000000664|300000000000250
10916|hasType|400000000000665|300000000000082
10927|hasType|400000000000666|300000000000336
10933|hasType|400000000000667|300000000000211
10945|hasType|400000000000668|300000000000211
10956|hasType|400000000000669|300000000000211
10963|hasType|400000000000670|300000000000336
10979|hasType|400000000000671|300000000000211
10990|hasType|400000000000672|300000000000037
11001|hasType|400000000000673|300000000000211
11009|hasType|400000000000674|300000000000336
11020|hasType|400000000000675|300000000000250
11029|hasType|400000000000676|300000000000059
11039|hasType|400000000000677|300000000000211
11053|hasType|400000000000678|300000000000059
11063|hasType|400000000000679|300000000000059
11073|hasType|400000000000680|300000000000250
11084|hasType|400000000000681|300000000000094
11093|hasType|400000000000682|300000000000279
11108|hasType|400000000000683|300000000000250
11117|hasType|400000000000684|300000000000059
11128|hasType|400000000000685|300000000000003
11138|hasType|400000000000686|300000000000082
11149|hasType|400000000000687|300000000000279
11159|hasType|400000000000688|300000000000088
11168|hasType|400000000000689|300000000000082
11179|hasType|400000000000690|300000000000088
11189|hasType|400000000000691|300000000000336
11198|hasType|400000000000692|300000000000211
11205|hasType|400000000000693|300000000000336
11215|hasType|400000000000694|300000000000349
11224|hasType|400000000000695|300000000000279
11233|hasType|400000000000696|300000000000059
11245|hasType|400000000000697|300000000000193
11260|hasType|400000000000698|300000000000059
11271|hasType|400000000000699|300000000000211
11279|hasType|400000000000700|300000000000211
11289|hasType|400000000000701|300000000000279
11298|hasType|400000000000702|300000000000088
11306|hasType|400000000000703|300000000000148
11315|hasType|400000000000704|300000000000059
11325|hasType|400000000000705|300000000000059
11335|hasType|400000000000706|300000000000059
11344|hasType|400000000000707|300000000000250
11354|hasType|400000000000708|300000000000211
11363|hasType|400000000000709|300000000000211
11371|hasType|400000000000710|300000000000211
11380|hasType|400000000000711|300000000000003
11395|hasType|400000000000712|300000000000336
11404|hasType|400000000000713|300000000000088
11414|hasType|400000000000714|300000000000059
11424|hasType|400000000000715|300000000000211
11435|hasType|400000000000716|300000000000279
11446|hasType|400000000000717|300000000000082
11456|hasType|400000000000718|300000000000082
11467|hasType|400000000000719|300000000000088
11478|hasType|400000000000720|300000000000059
11486|hasType|400000000000721|300000000000088
11494|hasType|400000000000722|300000000000094
11506|hasType|400000000000723|300000000000059
11517|hasType|400000000000724|300000000000279
11531|hasType|400000000000725|300000000000088
11543|hasType|400000000000726|300000000000211
11553|hasType|400000000000727|300000000000211
11562|hasType|400000000000728|300000000000211
11572|hasType|400000000000729|300000000000211
11585|hasType|400000000000730|300000000000094
11594|hasType|400000000000731|300000000000057
11604|hasType|400000000000732|300000000000211
